Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
24ea9ce8-f764-3c0a-9f69-2a4b77dbf484,062596b5-4399-312c-a29c-bd52914d24c4,Andrés117 Estévez304,M,GENERAL PRACTICE,4401 HARLEM AVE,STICKNEY,IL,60402-4250,41.817025,-87.7737,25
ea97e472-b04a-333b-b869-7d14ac76dccd,e55b1c11-ac56-32db-803b-c9b548fbf291,Sherika987 Hand679,F,GENERAL PRACTICE,4777 N HARLEM AVE,HARWOOD HEIGHTS,IL,60706-4637,41.966318,-87.80559000000001,96
c86ed50d-002e-3e1a-877c-dab45e41c9bc,60bbf135-4046-3a78-9b5f-ecbeb386d402,Lily490 Herman763,F,GENERAL PRACTICE,520 S MAPLE AVE 3RD FLOOR,OAK PARK,IL,60304-1022,41.887166,-87.78994200000001,48
8529b43d-4b80-374d-841c-b95973aedd0b,da6e3062-9cbb-3196-b334-4ebf457dbaf9,Marcell728 Dickens475,F,GENERAL PRACTICE,466 CENTRAL AVE,NORTHFIELD,IL,60093-3020,42.102571000000005,-87.779169,28
1b20722a-01c8-3420-a42f-c1bef70755fa,ca845ed9-f9fe-3370-b2ab-af41066b9663,Leanna255 Rutherford999,F,GENERAL PRACTICE,2800 W 95TH ST,EVERGREEN,IL,60805-2701,41.721279,-87.70133,29
c40d00a6-d46e-3862-81b8-e1e5ae06171c,d6381134-32b2-3734-8908-b92d77018a40,Ricardo560 Kemmer137,M,GENERAL PRACTICE,4970 N HARLEM AVE,HARWOOD HEIGHTS,IL,60706-3552,41.966318,-87.80559000000001,70
fe0e0209-ee39-3700-9153-d4c26929e727,0f8e0bf7-bb2d-3c39-8fd0-6907864743cc,Josie226 Schmeler639,F,GENERAL PRACTICE,3360 W 95TH ST,EVERGEEN PARK,IL,60805-2236,41.721279,-87.70133,60
679cad43-7882-3dad-a40f-5fd1a26c241a,f5c9f770-f512-3a24-9110-d4f07f1996e1,Audrey678 Gislason620,F,GENERAL PRACTICE,1945 W WILSON,CHICAGO,IL,60640,41.979738,-87.92843,19
d8e3c18f-d21d-310a-a251-6a2cd8f113d9,2c27bb2f-0fa0-356f-a7ee-d5ac4751e8d1,Marlin805 Gleichner915,M,GENERAL PRACTICE,3231 EUCLID AVE,BERWYN,IL,60402-3465,41.843332000000004,-87.790924,8
e6dcc648-662b-304a-bd9c-08fc3cbc184c,29c87ad0-8cf0-32b8-b011-bd9b0038bb50,Isaiah615 Beahan375,M,GENERAL PRACTICE,71 W 156TH ST,HARVEY,IL,60426-4265,41.607445,-87.65227900000001,8
8e5ebc4d-e201-39d3-9f8c-d3172b4aa75a,2632f137-f929-37e3-9481-3b21daee8edc,Ike571 Barrows492,M,GENERAL PRACTICE,4354 W TOUHY AVE,LINCOLNWOOD,IL,60712-1927,42.005429,-87.732959,34
c324dad5-c647-33fa-8dfb-068d7e883e80,e4cadf8c-1b7a-312e-8410-a1fc6f002587,Katelyn962 Schinner682,F,GENERAL PRACTICE,3434 W PETERSON,CHICAO,IL,60659-3319,41.837551,-87.681844,1082
db3b0d28-904f-3d42-a09a-b52fb712c9b0,6202de7c-1fdc-3d4a-bfdd-76c531527db6,Krishna674 Russel238,F,GENERAL PRACTICE,2206 S AUSTIN BLVD,CICERO,IL,60804-2014,41.844537,-87.759287,29
d5e7ae7b-088e-336b-8a30-d0e0341eb4a6,c7de24e0-0820-3b07-b81c-b02004c7a432,Priscila9 Zemlak964,F,GENERAL PRACTICE,2502 N HARLEM AVE,ELMWOOD PARK,IL,60707-2020,41.922464,-87.816317,48
702efc33-292c-370d-b94b-15e41f62c30d,75b142ab-ec37-3c49-a671-67624c3341e4,Dwayne786 Stroman228,M,GENERAL PRACTICE,6677 N LINCOLN AVE,LINCOLNWOOD,IL,60712-3634,42.005429,-87.732959,35
73063505-c1f6-34a9-830a-4e64fd515a51,82326e0f-9b20-3a85-b9ee-5c06347e35c1,Tisha655 Collins926,F,GENERAL PRACTICE,901 MAPLE AVE,EVANSTON,IL,60202-1717,42.046391,-87.694352,31
dc28d29c-8e02-38dc-9d56-6aa1bb98e200,c5355675-bdda-30c5-9d6d-a8402d859f6d,Chrystal576 Cruickshank494,F,GENERAL PRACTICE,2 W TALCOTT RD,PARK RIDGE,IL,60068-5556,42.011762,-87.843434,20
46ebf139-3e2e-338b-83f6-300aa8a48740,97d54b62-0829-3197-93d8-506d36dab145,Karon907 Lindgren255,F,GENERAL PRACTICE,14125 CICERO AVE,CRESTWOOD,IL,60445-2152,41.645598,-87.740078,20
810d8dad-e774-3e69-a7ec-373897ef8e75,5b6784a1-1d75-371f-a38e-46c7ded76a6a,Antoine384 Dickinson688,M,GENERAL PRACTICE,1614 N HARLEM AVE,ELMWOOD PARK,IL,60707-4302,41.922464,-87.816317,60
273e7ae0-fded-3d95-ad0f-ef6d578b523d,ef604961-4acf-3d1e-a2a7-a5fe2ab4b613,Lida218 Koelpin146,F,GENERAL PRACTICE,1713 CENTRAL ST,EVANSTON,IL,60201-1507,42.046391,-87.694352,37
002082f8-d8d5-3a95-8ed5-313001504efa,bd81a752-b5d9-3254-b801-8216a623e6c8,Rose199 Konopelski743,F,GENERAL PRACTICE,1011 LAKE ST,OAK PARK,IL,60301-1138,41.887166,-87.78994200000001,61
3104cb12-79b5-39b3-bd16-7a8913c5c20b,dc9b16e6-1ec8-367c-80ae-365ba49c894e,Shemeka786 Hodkiewicz467,F,GENERAL PRACTICE,520 S MAPLE AVE,OAK PARK,IL,60304-1022,41.887166,-87.78994200000001,32
500b0ff5-d5ba-3a3d-a742-3616b06d8cda,d1e3172a-6ac2-306c-9962-b47ce27121fc,Chris95 King743,M,GENERAL PRACTICE,1010 LAKE ST,OAK PARK,IL,60301-1135,41.887166,-87.78994200000001,42
4ecb4e92-019d-3bca-99d7-cea82c1fdd7b,7ea98415-9da2-354b-a273-c2697adcab4c,Kenyatta61 Parker433,F,GENERAL PRACTICE,1328 W 127TH ST,CALUMET PARK,IL,60827-6129,41.665735,-87.65765,131
78d25fed-07fc-3c4c-843a-e244e84040d8,7b4763a7-d655-3a2a-81b3-e543b3754264,Nathanial472 Skiles927,M,GENERAL PRACTICE,9651 W IRVING PARK RD,SCHILLER PARK,IL,60176-1905,41.958628999999995,-87.86931899999999,146
26902ef5-e3d1-3010-bd9e-5d0df491bacd,b93d05c8-9bb6-3c31-a4e1-6665e5751b85,Salvatore257 Muller251,M,GENERAL PRACTICE,3034 W PETERSON AVE,CHIAGO,IL,60659-3729,41.837551,-87.681844,371
f63f4036-17bf-3e60-b840-5a0a5312e308,9c4a2cc8-68d7-3b82-b687-42d297355727,Lavelle273 Auer97,F,GENERAL PRACTICE,3320 W RANCE TER,LINCOLNWOOD,IL,60712-3831,42.005429,-87.732959,94
bf461974-ee55-37f7-b569-afd3843dabf1,107f4f81-1313-350c-b922-1e2e4c47d026,Edda876 O'Hara248,F,GENERAL PRACTICE,8937 GRAND AVE,RIVER GROVE,IL,60171-3603,41.924271000000005,-87.837926,76
77f50556-878f-3397-8f02-da89bdf264d7,dc2e2264-5057-3306-be52-a25eebc2daa4,Brendan864 White193,M,GENERAL PRACTICE,4707 S MARSHFIELD AVE,CHICAGO,IL,60609-4152,41.979738,-87.92843,53
26b37bbe-10dc-3ec3-aece-abd573269621,4fb88b59-16de-3f76-b483-05aac982256d,Troy560 Cruickshank494,M,GENERAL PRACTICE,8415 N WAUKEGAN,MORTON GROVE,IL,60053-2290,42.042321,-87.789012,33
30f24c55-2417-38b2-99e2-03da888aecb4,55708957-b2d1-3706-bbd0-c198207fe96e,Alta896 Lakin515,F,GENERAL PRACTICE,9000 WAUKEGAN RD,MORTON GROVE,IL,60053-2128,42.042321,-87.789012,77
2f41e645-eacb-37d4-aff4-7f84c7c8da16,fbaf4617-1afa-34ca-94e3-25bb6f5b1395,Luigi346 Larson43,M,GENERAL PRACTICE,1000 WELLINGTON AVE 2ND FL,ELK GROVE,IL,60007-7332,42.005778,-87.993034,27
d928d8d2-882b-3753-82d9-6c13f2d05b5e,662b2e48-f900-36c2-a292-286aa85f36ea,Matilde468 Luettgen772,F,GENERAL PRACTICE,3 EIRE CT,OAK PARK,IL,60302-2519,41.887166,-87.78994200000001,24
5fe8b8e4-a405-306b-9b80-e54be3cb8143,8339e6a6-b680-35dc-81f2-67756eb36f9a,Marguerita493 Gusikowski974,F,GENERAL PRACTICE,190 W IRVING PARK RD,WOOD DALE,IL,60191-1364,41.966306,-87.980851,20
a1ab804c-584b-395b-920c-9d4b05f703e9,d6fce305-306e-3653-b441-de15c92d1696,Emery884 Beatty507,M,GENERAL PRACTICE,365 N AVE,NORTHLAKE,IL,60164-2628,41.914317,-87.90547099999999,28
b53cbbe9-7290-30c4-bbb1-d6444f693d56,8dfc9b81-3b51-33b1-97d5-85125f273172,Christy428 Lind531,F,GENERAL PRACTICE,520 S MAPLE AVE,OAK PARK,IL,60304-1022,41.887166,-87.78994200000001,13
b6d47c07-cf6e-3d36-b571-54db3439f74d,970cab01-2845-33a9-85a3-75981e8c22cb,Leroy603 Crooks415,M,GENERAL PRACTICE,1875 DEMPSTER ST,PARK RIDGE,IL,60068-1168,42.011762,-87.843434,27
aafe3610-4ef4-3842-8212-1cca650711b0,7a208ea5-66f6-392a-8472-059d61de2410,Edith654 Mohr916,F,GENERAL PRACTICE,3725 W TOUHY AVE,LINCOLNWOOD,IL,60712-2603,42.005429,-87.732959,39
7ea25ebe-a89d-397b-820d-a91606018f2f,0faf249f-1702-3ecf-96cf-bfc2dc67d3e9,Zackary401 Ankunding277,M,GENERAL PRACTICE,2114 CENTRAL ST,EVANSTON,IL,60201-2294,42.046391,-87.694352,34
9e9bbe71-f811-304d-b3d0-f33579fd860c,e8b8bb1b-431e-34f6-b414-1bfe7e2ddd2c,Kerry175 Crist667,M,GENERAL PRACTICE,6540 N LINCOLN AVE,LINCOLNWOOD,IL,60712-3933,42.005429,-87.732959,74
1c992935-dd0a-35c0-bb60-58be12a80bc5,e5079220-7023-3c50-80d5-b4d3b1f60ce0,Arturo47 Keebler762,M,GENERAL PRACTICE,610 S MAPLE AVE,OAK PARK,IL,60304-2814,41.887166,-87.78994200000001,54
a11d2bb4-1e11-3e77-87e5-3f91b67490f3,50a0ce41-5ed6-3efd-a771-3c7ebb17a128,Sherril389 Swaniawski813,F,GENERAL PRACTICE,124 W N AVE,NORTHLAKE,IL,60164-2317,41.914317,-87.90547099999999,42
b9678931-ada1-39a5-8796-e1b609766839,8eaeee85-7443-311f-af0e-ad707cbcceda,Daniel959 Feil794,M,GENERAL PRACTICE,240 WAUKEGAN RD,GLENVIEW,IL,60025-5126,42.084886,-87.826848,50
c6829059-3da0-383c-8fab-858daf54dcdc,d1fef628-b249-3f5e-ae99-db0ee1a6037b,Tomás404 Cortés936,M,GENERAL PRACTICE,7708 S CICERO AVE,BURBANK,IL,60459-1583,41.744424,-87.768523,51
332b2b86-9005-3029-b9c3-36d826e1572b,3f8c3543-ce08-34fb-82d7-20ab964ac451,Flossie205 Skiles927,F,GENERAL PRACTICE,7709 W LAWRENCE AVE,NORRIDGE,IL,60706-3303,41.963738,-87.823195,25
275177f8-18d6-3c39-a7b7-86edfb44f817,5c823f5c-ab30-3142-b1b7-485095773026,Elmo857 Ward668,M,GENERAL PRACTICE,719 S BLVD,OAK PARK,IL,60302-2903,41.887166,-87.78994200000001,24
5b31a60e-a0d3-30a0-9b07-dbb185ccec29,6e9e0de7-b41f-368c-a9b6-87934df14fca,Deshawn686 Mills423,M,GENERAL PRACTICE,5400 W 87TH ST,BURBANK,IL,60459-2913,41.744424,-87.768523,39
168ead6b-0d5f-366a-9b49-901100841085,8e67dd49-a95f-33c8-a18f-4d1a11c2240c,Ninfa662 Batz141,F,GENERAL PRACTICE,14500 S MANISTEE AVE,BURNHAM,IL,60633-2004,41.63948,-87.54496,34
