Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
2d617b88-c9b5-367b-a8ab-84e6d53a5946,c4b34868-af7b-3af4-acdb-56d6d4b26bfe,Sunni15 Deckow585,F,GENERAL PRACTICE,850 W IRVING PARK RD,CHICAGO,IL,60613,41.837551,-87.681844,2
6fc9e05e-a4ad-3488-8738-9b45e0f5013f,ceedc1f7-54be-3b08-8c10-95e4ff6d3e77,Aurelia213 Brakus656,F,GENERAL PRACTICE,12935 S GREGORY,BLUE ISLAND,IL,60406,41.65757,-87.681126,10
177f72e9-fb71-3f7d-9d9b-295c56725cf2,cff08b7f-bf70-36b0-99b1-ef3d2733dbf7,Marilou153 Conn188,F,GENERAL PRACTICE,1901 W HARRISON ST,CHICAGO,IL,60612,41.837551,-87.681844,3
4fb6a0c0-cc0d-3cd6-a5e7-eb8cdd315abf,42b934d1-f657-3262-bf21-037bfed84543,Iluminada398 Deckow585,F,GENERAL PRACTICE,2701 W 68TH STREET,CHICAGO,IL,60629,41.835726,-87.681415,25
fab425b2-c919-3224-a3ae-a005d98e3761,2c2d5846-b303-34c9-8c55-0ab848c3e63e,Bula88 Jakubowski832,F,GENERAL PRACTICE,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,41.837551,-87.681844,1
2d1bc946-89e5-372e-a4d3-10fa7692aa6f,1787b6a0-b008-3822-81a2-6813173ec78a,Renato359 Simonis280,M,GENERAL PRACTICE,2525 S MICHIGAN AVE,CHICAGO,IL,60616,41.837551,-87.681844,1
62b82650-01dc-3ba9-8661-13de13f7e83b,bf8134f9-da21-38e7-ae10-a1d13a263594,Michael441 Stamm704,M,GENERAL PRACTICE,2800 W 95TH ST,EVERGREEN PARK,IL,60805,41.721279,-87.70133,14
f664d383-cf7a-3df8-b68d-667dac8e2872,6327c400-e913-3adb-a838-397969e7986e,Carylon722 McLaughlin530,F,GENERAL PRACTICE,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,41.837551,-87.681844,3
005dd3eb-33c0-3c9c-a141-e444b228b740,f61032a9-388f-3082-aaf9-0137960f597c,Donya787 Gleichner915,F,GENERAL PRACTICE,ONE INGALLS DRIVE,HARVEY,IL,60426,41.607445,-87.65227900000002,3
335bf451-3a77-352f-b453-b56709c3e70d,03c08d1a-4eda-36e5-a70b-6733d1454fbc,Melany872 Price929,F,GENERAL PRACTICE,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,41.896018,-87.943658,1
9f047b63-a9dc-3e66-b2c2-c8edb4241efe,094d3374-0fcf-38f7-99f8-6fb36378b9c7,Grant908 Hamill307,M,GENERAL PRACTICE,1044 N FRANCISCO AVE,CHICAGO,IL,60622,41.837551,-87.681844,1
e9837579-cc33-3805-9691-c59b9dfe7b44,050f6f47-5df7-3a66-8725-2444f415f3d3,Shea825 Jenkins714,F,GENERAL PRACTICE,4440 W 95TH STREET,OAK LAWN,IL,60453,41.713436,-87.75256,1
f23dadc6-b506-3516-b994-0b9abf3ca8aa,a17f3ea3-a64c-3161-98d9-8584e416a4e2,Vilma125 Grimes165,F,GENERAL PRACTICE,1775 DEMPSTER ST,PARK RIDGE,IL,60068,42.011762,-87.843434,19
36938510-b31e-3a8f-9010-9e9251887bfd,a86a5e2c-fc31-33c7-b8cc-2f2b27ca039a,Kaley842 Blick895,F,GENERAL PRACTICE,1225 LAKE ST,MELROSE PARK,IL,60160,41.902895,-87.864303,3
8f212143-05e8-3008-aa34-fdd031d161c9,125a1f53-5873-32e8-a2e0-87803fc6a65e,Mark765 Schamberger479,F,GENERAL PRACTICE,5645 W ADDISON STREET,CHICAGO,IL,60634,41.837551,-87.681844,1
b3a17a9d-ebe4-3335-b912-7d2c3d17e214,1ce9ef4c-86e3-3010-a433-09d88ba4be4e,Alexander630 Murphy561,F,GENERAL PRACTICE,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,42.035118,-87.901072,2
056410a3-55aa-3542-8d7c-f86288672762,b79af9a9-1af3-330d-a1e2-97338bb5f34f,Maynard46 Hermiston71,M,GENERAL PRACTICE,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,41.918877,-88.07809499999998,5
1f5f5e97-04de-3384-8a90-4ce3989ac090,e7a874c3-b86e-3fc5-bdc3-14b1326d03a1,Calvin845 Sauer652,M,GENERAL PRACTICE,500 E 51ST ST,CHICAGO,IL,60615,41.837551,-87.681844,7
c664d15b-05ba-3542-b765-9d83f1ff9644,6fe3f2db-859e-35b2-9d6c-9b5883c7e286,Milo271 Kemmer137,M,GENERAL PRACTICE,225 E CHICAGO  BOX 57,CHICAGO,IL,60611,41.837551,-87.681844,2
576b76fd-04c9-3668-8d7b-abb88153038f,59cce8f9-0c08-3eea-9e2c-7e2db829ab01,Willy639 Pagac496,M,GENERAL PRACTICE,7638 W N AVE,ELMWOOD PARK,IL,60707-4157,41.922464,-87.816317,59
56f93890-2e57-34bc-a2fd-95283543a14c,7bdabd48-8a3f-3f50-b7a5-d9ad829bbab8,Layla49 Cruickshank494,F,GENERAL PRACTICE,7777 LAKE ST,RIVER FOREST,IL,60305-1734,41.894875,-87.819064,39
696a3488-2108-33d6-b9ea-880ed0d55510,510dcb37-64d7-31e7-ba7a-8f4166226c97,Jackie93 Johns824,M,GENERAL PRACTICE,500 ASBURY AVE,EVANSTON,IL,60202-2724,42.046391,-87.694352,39
8697736b-6ec2-3c0a-9c11-cecd4f9e6c4a,886d98d0-c666-312d-8089-9fa1fb0d4cf5,Rosita520 Graham902,F,GENERAL PRACTICE,9056 W GOLF RD,NILES,IL,60714-5805,42.027864,-87.809956,71
c9bdde91-92f0-31ef-92ba-8e4050bf2385,29680c97-67cb-35fd-b048-29b95352fb7a,Ramon749 Treutel973,M,GENERAL PRACTICE,2500 RIDGE AVE,EVANSTON,IL,60201-2477,42.046391,-87.694352,43
63c9243a-a66c-3c9e-ae8f-4bef12283981,10d91466-92fe-3d75-a482-3a698f4cc4d5,Jennine355 Runolfsson901,F,GENERAL PRACTICE,913 LEE ST,EVANSTON,IL,60202-1713,42.046391,-87.694352,40
9bc4096b-3840-3fe2-864f-4baa21bfd9f4,accc78fc-cd84-3b39-8d36-8774196413ce,Digna973 Raynor401,F,GENERAL PRACTICE,2850 W 95TH ST,EVERGREEN PARK,IL,60805-2734,41.721278999999996,-87.70133,33
1acb442b-e1e5-3c7f-8a51-1c784bb3101e,54361451-eb7a-3fb2-bf8f-c8d0e16e4342,Christin490 Parker433,F,GENERAL PRACTICE,200 S MAPLE AVE,OAK PARK,IL,60302-3026,41.887166,-87.78994200000001,54
4e320cac-791b-3a65-915b-2d7fd143130c,29b8eb58-4837-3e43-8d24-d99fd21bc69e,Ghislaine112 Pacocha935,F,GENERAL PRACTICE,645 N MICHIGAN AVE,CHICAGO,IL,60611-2879,41.979738,-87.92843,8
0696efd1-c100-3ff1-9007-a94264935698,fad981e6-3103-38e2-971a-dd233ebebd68,Annett908 Wehner319,F,GENERAL PRACTICE,229 W GRAND AVE QW,BENSENVILLE,IL,60106-3373,41.959701,-87.94346,26
6ba9d2f0-2383-3de5-9d08-1410c48823e9,df2d7678-d32e-3247-8611-8f85cb631284,Luella739 Greenfelder433,F,GENERAL PRACTICE,3368 W DEVON AVE,LINCOLNWOOD,IL,60712-1317,42.005429,-87.732959,110
d69ac456-7887-3e30-b0d4-89added1b7af,67acc187-2d8c-39af-9ecb-d6a110b0b060,Hugh686 Purdy2,M,GENERAL PRACTICE,1580 N NORTHWEST HWY 224,PARK RIDGE,IL,60068-1468,42.011762,-87.843434,27
f386c73a-4fc4-310d-970b-4db7b8bdfdaf,53c8c5cd-8d12-35d4-a0f1-6c023c08756f,Farah862 Howe413,F,GENERAL PRACTICE,1740 RIDGE AVE,EVANSTON,IL,60201-5918,42.046391,-87.694352,25
bf08df22-ce70-3b59-929e-1df364424ffd,4aa81361-846d-3d8b-85e5-188914501016,Ferdinand55 Kub800,M,GENERAL PRACTICE,530 HOME AVE,OAK PARK,IL,60304-1010,41.887166,-87.78994200000001,34
598553fe-52a0-3387-8ef2-4b88c1710fcd,7c728aee-7115-35bc-b946-4e6a06ce2aab,Lakisha305 Pagac496,F,GENERAL PRACTICE,199 S ADDISON,WOOD DALE,IL,60191-1929,41.966306,-87.980851,55
d7648cc5-2ed5-300b-9ecc-1a8551f940e9,29638977-5b44-3e36-a76c-36d46beed35c,Burl285 Wolff180,M,GENERAL PRACTICE,231 W 148TH PL,DOLTON,IL,60419-1411,41.630274,-87.596839,53
03060563-4e5b-303b-ada8-5c2263197e2b,686d6351-d21e-3dcc-8130-0646aae26cbb,Isidro558 Turcotte120,M,GENERAL PRACTICE,800 BUSSE HWY,PARK RIDGE,IL,60068-2300,42.011762,-87.843434,54
a46ecc03-7164-3f1f-a84d-1ff66bd76404,e6a0f49a-695e-3c73-af75-35f9a56e94d8,Mei233 Rosenbaum794,F,GENERAL PRACTICE,4701 N CUMBERLAND AVE,NORRIDGE,IL,60706-2905,41.963738,-87.823195,47
45dc8bb8-d03a-348c-94ee-34c62684d84c,2d792940-5c84-3880-8c61-dfd653dd0632,Norah104 Nicolas769,F,GENERAL PRACTICE,708 CHURCH ST,EVANSTON,IL,60201-3840,42.046391,-87.694352,35
43e9babd-f8c0-3d54-a083-ff718c6bec1a,12aae963-dcd6-3e3a-8802-e2d7b095c641,Lorenzo669 Contreras711,M,GENERAL PRACTICE,7101 N CICERO AVE,LINCOLNWOOD,IL,60712-2144,42.005429,-87.732959,64
59e8708d-62f8-3a4d-ab67-56bbb29c53d3,4c131664-0736-348f-baf4-49d51db72b3d,Jim478 Dicki44,M,GENERAL PRACTICE,6677 N LINCOLN AVE,LINCOLNWOOD,IL,60712-3619,42.005429,-87.732959,53
3fd15be2-443f-3607-9773-78fcfffe0747,d940d9b4-2f55-3f47-b84d-decfb484459e,Hassie51 Hills818,F,GENERAL PRACTICE,1103 WESTGATE ST,OAK PARK,IL,60301-1022,41.887166,-87.78994200000001,39
e06f5861-d529-3a6d-85fa-09e8405ef0da,4029cf5b-a438-326e-bf5f-b17ff35ef353,Glendora96 Heaney114,F,GENERAL PRACTICE,7101 N CICERO AVE,LINCOLNWOOD,IL,60712-2112,42.005429,-87.732959,105
2602a9db-f04d-32f9-8adb-24793c7a7d08,88a764c4-52d7-3494-a9a6-2a6d03d21fa7,Misti388 Abshire638,F,GENERAL PRACTICE,2603 BROADWAY,EVANSTON,IL,60201-1501,42.046391,-87.694352,30
e7c9f602-3b66-3ea6-b536-3d7818c0af6c,577d3ef6-4564-31b1-af8c-e5bbe6072e0d,Terrence276 Cartwright189,M,GENERAL PRACTICE,1635 E 154TH ST,DOLTON,IL,60419-3001,41.630274,-87.596839,112
1eb802ba-6018-3c8a-a889-20392d200090,fe8f090b-4444-3717-ac8d-53e6cf0ffaca,Otis335 Mayert710,M,GENERAL PRACTICE,708 CHURCH ST,EVANSTON,IL,60201-3881,42.046391,-87.694352,38
4c9d8478-856f-3b25-9e08-35059b86b29a,334e9382-0f0a-3a6f-ba10-9e298bb2045e,Harold594 Wolf938,F,GENERAL PRACTICE,636 CHURCH ST,EVANSTON,IL,60201-4580,42.046391,-87.694352,99
771da8b4-2fdb-32bb-b413-376e045b833d,d91116d2-8302-3a1f-8979-7db0ec82eca9,Coralie787 Abbott774,F,GENERAL PRACTICE,8965 W GOLF RD,NILES,IL,60714-5812,42.027864,-87.809956,31
48224438-6d24-3560-be9f-2b04bf087c8a,e83715c9-dedc-3423-8d67-fafa7b3524dc,Ardelia466 Mraz590,F,GENERAL PRACTICE,6942 N KILPATRICK AVE,LINCOLNWOOD,IL,60712-2414,42.005429,-87.732959,134
7714ce08-f808-3a01-af56-d477ca546ef7,dd1bcf37-755e-3523-a9ee-ad255a8d9597,Collin529 Kassulke119,M,GENERAL PRACTICE,13114 WESTERN AVE,BLUE ISLAND,IL,60406-2439,41.65757,-87.681126,82
9c2ce5ea-5fe0-3464-8ddd-3c1fa0e50d36,11cb2fdf-a0b7-3b8d-915f-235293f400b5,Donald774 Mayer370,M,GENERAL PRACTICE,2650 RIDGE AVE,EVANSTON,IL,60201-1718,42.046391,-87.694352,37
a4a6fe7d-4030-3802-ae41-e964d8a69d89,1cc3075e-c15a-3bf7-85a7-c8a3f0a3a009,Darron84 Pagac496,M,GENERAL PRACTICE,1100 LAKE ST,OAK PARK,IL,60301-1015,41.887166,-87.78994200000001,41
0a8f26e1-85bd-36f4-864b-e4bbbcb7e4b4,0a4b1e9a-6e82-3771-a1d1-2f036be8012f,Graig740 Gulgowski816,M,GENERAL PRACTICE,610 S MAPLE AVE,OAK PARK,IL,60304-2893,41.887166,-87.78994200000001,67
24faac7a-585c-37e3-ab0b-2fb825144269,8821be14-cdb5-3591-a22a-9044a802135b,Gabriela205 Cisneros174,F,GENERAL PRACTICE,10225 W HIGGINS RD,ROSEMONT,IL,60018-3890,41.988982,-87.871747,231
844fd077-80ec-329d-abc5-71c4b75cd2cd,1da30f55-b6b3-30f2-87e0-486a90990363,Fleta652 Baumbach677,F,GENERAL PRACTICE,2500 RIDGE AVE,EVANSTON,IL,60201-2477,42.046391,-87.694352,44
7bb92196-5258-3028-9a49-e06d20d51d0d,9968ed6b-a701-3f82-a087-cc34bc7bda8d,Jesica465 Raynor401,F,GENERAL PRACTICE,1830 SHERMAN AVE,EVANSTON,IL,60201-3771,42.046391,-87.694352,71
33170436-f1b5-3297-a2e0-9152a17bd88f,4bc0ba7d-4850-3e55-8388-29b150d2f17c,Angel97 Hayes766,M,GENERAL PRACTICE,636 CHURCH ST,EVANSTON,IL,60201-4586,42.046391,-87.694352,5
537cace5-561d-3569-a000-c94f9006be65,ed7fef06-da9f-3eb9-8c08-059f9b9b594f,Cody889 Langosh790,M,GENERAL PRACTICE,1032 HULL TER,EVANSTON,IL,60202-3311,42.046391,-87.694352,28
45285d19-7612-34a9-82d0-192794c74073,c36893d7-5241-340a-acae-5060997a4ed2,Dirk334 O'Hara248,M,GENERAL PRACTICE,5449 N BROADWAY,CHICAGO,IL,60640-1703,41.979738,-87.92843,30
74e2ad73-cbd6-376e-b2fb-565e908ba600,3d873203-eb3d-3c98-a04c-8ebd96b349fd,María Luisa888 Miramontes145,F,GENERAL PRACTICE,241 GOLF MILL CTR,NILES,IL,60714-1208,42.027864,-87.809956,41
6099541b-93ba-39b6-80d2-c454b8fba907,fd90b164-5007-3dcf-9e32-02f52a0ff7c6,Kylee806 Borer986,F,GENERAL PRACTICE,6600 N LINCOLN AVE,LINCOLNWOOD,IL,60712-3633,42.005429,-87.732959,67
d4ec6844-9000-31ee-b72a-5e163a2657da,49a24540-5051-31a2-9663-04872a8a6c9c,Kasi212 Roob72,F,GENERAL PRACTICE,8145 N MILWAUKEE AVE,NILES,IL,60174-2828,42.027864,-87.809956,54
7f995626-4b2c-3a6e-8d2a-e99d7335e6d1,8607ee26-bceb-3a1b-9d08-6cf1040f0850,Mckinley734 Kessler503,M,GENERAL PRACTICE,8780 W GOLF RD,NILES,IL,60714-5611,42.027864,-87.809956,18
714aa0b4-fcb9-302d-a451-ee772bcdf4b6,9e1b3a77-c1a1-3188-b72d-f3b779df6400,Val761 Bailey598,F,GENERAL PRACTICE,5909 W 35TH ST,CICERO,IL,60804-4163,41.844537,-87.759287,47
4d591752-8368-3f14-abd0-1efa830ec2eb,664faa8b-27ea-3033-93db-e54b4772fa52,Retta782 Lang846,F,GENERAL PRACTICE,7047 N AVE,OAK PARK,IL,60302-1015,41.887166,-87.78994200000001,10
879e7e3f-5451-3694-9e75-526ed73bc7a9,16eebd80-225c-37e0-b9d4-4838b7a665e4,Clay913 Prosacco716,M,GENERAL PRACTICE,3413 N KENNICOTT AVE A,ARLINGTON HEIGHTS,IL,60004-7815,42.097362,-87.98167099999999,35
f86f7949-11ed-3f3b-92c7-2ab242e8f1ad,6fe849a3-169a-3389-abe9-22cc22827875,Pierre431 Jaskolski867,M,GENERAL PRACTICE,828 BUSSE HWY,PARK RIDGE,IL,60068-2384,42.011762,-87.843434,58
30d238ab-a336-3ffa-ad4a-82f0f04ff956,062596b5-4399-312c-a29c-bd52914d24c4,Dennise990 Waelchi213,F,GENERAL PRACTICE,4401 HARLEM AVE,STICKNEY,IL,60402-4250,41.817025,-87.7737,392
232069bf-0dcf-3ad2-9ade-0fd771fd3e0a,b7766e28-8d5a-3e6e-93a9-ebef92320dcb,Ellis535 Conroy74,M,GENERAL PRACTICE,636 CHURCH ST,EVANSTON,IL,60201-4579,42.046391,-87.694352,66
e14276c1-9982-3190-8e2b-97c5eb5b91f0,0e2b156d-f2e9-3d74-a1e0-0c137ccf4d12,Katelynn452 Cummings51,F,GENERAL PRACTICE,2440 RAVINE WAY,GLENVIEW,IL,60025-7647,42.084886,-87.826848,32
e3387e6b-554f-327a-a2f0-df318dd66517,26dfd448-82c5-3ed3-97e2-9f1ecef7e428,Isiah14 Wolf938,M,GENERAL PRACTICE,71 W 156TH ST,HARVEY,IL,60426-4265,41.607445,-87.65227900000001,50
7b5068de-e6c6-332d-a29e-07223b787192,6eb002ab-752c-3d8d-8754-03fe4f3bbb27,Florencia449 Schowalter414,F,GENERAL PRACTICE,117 W MAIN ST,BENSENVILLE,IL,60106-2133,41.959701,-87.94346,37
0af4ca71-87e4-348e-b74b-7b289e3d6b42,e90525e9-a55c-3c0b-8477-e7fc73958ab6,Parker433 Schuppe920,M,GENERAL PRACTICE,6545 N AVE,OAK PARK,IL,60302-1020,41.887166,-87.78994200000001,25
6557349a-e8fd-3e4e-87fe-a00aa84540fb,5e0f91e5-60e0-36fb-aa27-8d35ca43ce27,Shantelle354 Jones311,F,GENERAL PRACTICE,800 AUSTIN ST,EVANSTON,IL,60202-3477,42.046391,-87.694352,38
543a6113-2217-3978-bcb7-051cb5147c29,e55b1c11-ac56-32db-803b-c9b548fbf291,Sherika987 Hand679,F,GENERAL PRACTICE,4777 N HARLEM AVE,HARWOOD HEIGHTS,IL,60706-4637,41.966318,-87.80559000000001,851
6fc81937-61a1-3cd2-9216-b74ad215af2f,b7d20275-985e-3cae-a0ed-986c647ade02,Domenic627 Barton704,M,GENERAL PRACTICE,7627 LAKE ST,RIVER FOREST,IL,60305-1878,41.894875,-87.819064,30
539fc3b8-5de5-3aac-b9b1-ee4018edbe00,3e19043c-9a4b-3fb7-8b0d-c6686233e4c9,Milton509 O'Keefe54,M,GENERAL PRACTICE,800 AUSTIN ST,EVANSTON,IL,60202-3445,42.046391,-87.694352,41
870edc32-3693-3460-88b8-95301796db07,ae19191b-28fe-3a67-9fad-1de655a4976f,Shannon293 Roberts511,M,GENERAL PRACTICE,3842 -44 HARLEM AVE,LYONS,IL,60534-1219,41.812184,-87.818589,50
09938dcf-6f8e-33c6-8e80-4e61ba221f37,fb845142-9f80-3b33-aac6-2ff88f885ae4,Gregg522 Stanton715,M,GENERAL PRACTICE,1140 LAKE ST,OAK PARK,IL,60301-1052,41.887166,-87.78994200000001,72
5c701852-07aa-338a-afd0-fbfb392795d0,a469664d-f2a6-3008-947f-d77478398a74,Lorita217 Kreiger457,F,GENERAL PRACTICE,7126 N LINCOLN AVE,LINCOLNWOOD,IL,60712-2234,42.005429,-87.732959,82
a4d208e2-80ef-344e-8bf3-8d4c3c3557a5,90f9e6a4-3442-344b-bdba-b0e2a5d9453c,Kirk871 Schneider199,M,GENERAL PRACTICE,1007 CHURCH ST,EVANSTON,IL,60201-5910,42.046391,-87.694352,34
f1ba069b-4002-3479-bccf-0124ce6cfbc1,103b12cf-6a12-3394-a69a-238dec5ea292,Margarita164 Carrera906,F,GENERAL PRACTICE,3454 W DEVON AVE,LINCOLNWOOD,IL,60712-1316,42.005429,-87.732959,126
cb31d784-4e17-3b37-abd2-082712c72311,578fe512-76bb-3a49-ace9-7d203465054f,Brenna468 Kreiger457,F,GENERAL PRACTICE,6501 N LINCOLN AVE,LINCOLNWOOD,IL,60712-3925,42.005429,-87.732959,161
f099a139-7146-3c6e-8ec5-1864175d6689,60bbf135-4046-3a78-9b5f-ecbeb386d402,Lily490 Herman763,F,GENERAL PRACTICE,520 S MAPLE AVE 3RD FLOOR,OAK PARK,IL,60304-1022,41.887166,-87.78994200000001,52
164d5a98-785e-3444-b4ad-f05ea26a9cfa,8ab6cb94-070b-30af-af41-2e900925b84b,Dorathy429 Ritchie586,F,GENERAL PRACTICE,7222 W GREENLEAF AVE,CHICAGO,IL,60631-1013,41.979738,-87.92843,68
dcfddc64-00e8-36df-964f-8318083de0a3,92b2b834-a55b-38cc-93f5-aedf61a631fb,Emery884 Kub800,M,GENERAL PRACTICE,11600 S KEDZIE,MERRIONETTE PARK,IL,60803-6302,41.681117,-87.701212,65
b71ce28d-598a-37dc-befe-3d42c8dd41a6,a6a099ec-7ca1-3473-bce4-c0168e750b6a,Boyce638 Sawayn19,M,GENERAL PRACTICE,1 ERIE CT,OAK PARK,IL,60302-2510,41.887166,-87.78994200000001,4
ca6e2b4d-b730-3c5a-9748-e09042cb48ce,e508b4d6-8ffb-3422-bbaa-98d9791c322d,Eloy929 Emard19,M,GENERAL PRACTICE,2800 W 95TH ST,EVERGREEN,IL,60805-2701,41.721279,-87.70133,51
7ab1f35c-0f5c-3fea-b0dd-54a472a0dc03,50d32006-074e-3603-b5cf-4879828afd22,Kraig824 Becker968,M,GENERAL PRACTICE,2850 W 95TH ST,EVERGREEN PARK,IL,60805-2790,41.721278999999996,-87.70133,34
c3054440-6bdb-30ab-8c6a-b5588a28aaf0,ca845ed9-f9fe-3370-b2ab-af41066b9663,Leanna255 Rutherford999,F,GENERAL PRACTICE,2800 W 95TH ST,EVERGREEN,IL,60805-2701,41.721279,-87.70133,183
346d686f-e81c-39f4-8551-08b5f65381be,89a2d77b-0dab-3c96-996a-b6edf3d70d7c,Dean966 Sauer652,M,GENERAL PRACTICE,820 DAVIS ST,EVANSTON,IL,60201-4448,42.046391,-87.694352,128
f7f6393c-e689-34e4-b323-ef85cd042974,2f5eedba-9890-3365-a183-0c5e2c788f5e,Erwin847 Auer97,M,GENERAL PRACTICE,2800 W 95TH ST,EVERGREEN,IL,60805-2701,41.721279,-87.70133,90
544af554-b0b1-381f-ad6b-6987c3f8a5d2,3b9b1374-f409-34ce-b7a0-e8e9a548be13,Elwood28 Swift555,M,GENERAL PRACTICE,365 E N AVE,NORTHLAKE,IL,60164-2628,41.914317,-87.90547099999999,28
13421103-a3ce-30bd-b100-e82a4cdf327f,4b3d129d-b36e-3256-b719-b2cb7f603bc1,Yon80 Bruen238,F,GENERAL PRACTICE,14 S ADDISON ST,BENSENVILLE,IL,60106-2126,41.959701,-87.94346,47
d4a7e144-eaf4-3d35-8f91-3af9776e9407,bec4cfad-0212-33c4-9d5c-8f30fb492c34,Felicidad691 Macejkovic424,F,GENERAL PRACTICE,2800 W 95TH ST,EVERGREEN,IL,60805-2701,41.721279,-87.70133,66
04496661-90a1-3883-a85f-868e5de89342,62313061-6c2f-3b01-8e8b-2329df216fa6,Danilo179 Spencer878,M,GENERAL PRACTICE,2800 W 95TH ST,EVERGREEN PARK,IL,60805-2701,41.721278999999996,-87.70133,31
0d7213ae-fadb-3f2c-9191-48c868236660,c214373f-5a36-3704-a52f-5cd78894c96e,Ramona980 Sedillo152,F,GENERAL PRACTICE,5610 W CERMAK RD UNIT,CICERO,IL,60804-2219,41.844537,-87.759287,32
3c27cc27-dcfe-3372-90f9-110de0fe5551,eef57ff9-9aee-389d-8cd0-d846564d3fa2,Treasa448 Sauer652,F,GENERAL PRACTICE,480 N WOLF RD,NORTHLAKE,IL,60164-1650,41.914317,-87.90547099999999,44
4eb668b3-64b6-3370-98c2-998c813c5638,ca249046-681e-3e18-b756-76ff717c1c23,Vernia453 Hermann103,F,GENERAL PRACTICE,133 S NORTHWEST HWY,PARK RIDGE,IL,60068-4228,42.011762,-87.843434,22
04297751-579d-307a-a93a-4c0a9d976991,e2fa685e-80da-3943-a6ef-27e1382c4897,Adriana394 Valadez233,F,GENERAL PRACTICE,2604 DEMPSTER ST,PARK RIDGE,IL,60068-8427,42.011762,-87.843434,43
f7218053-b6e7-3dfa-9994-c854de344323,c1e00cff-af78-31bf-82d8-b76f30ffbe1d,Emil691 Bogan287,M,GENERAL PRACTICE,636 CHURCH ST,EVANSTON,IL,60201-4587,42.046391,-87.694352,32
6146e751-98fb-3b99-ba68-eae244c0db31,aa3b4660-7dfb-3c93-bdb3-d1132d6bbdd2,Lawrence741 Homenick806,M,GENERAL PRACTICE,4433 W TOUHY AVE,LINCOLNWOOD,IL,60712-1832,42.005429,-87.732959,321
d7698625-a37c-3b82-9edb-9f16bad32a6a,8e1d65df-3420-32e9-a2a7-9252b3f1400a,Noella563 Welch179,F,GENERAL PRACTICE,7301 N LINCOLN AVE,LINCOLNWOOD,IL,60712-1758,42.005429,-87.732959,109
35a5a25c-da9f-3e04-bf66-cb2af53af01b,5d994893-005f-3c7f-8c0f-f257c2064a7a,Carlton317 Jacobi462,M,GENERAL PRACTICE,1000 CENTRAL ST,EVANSTON,IL,60201-1779,42.046391,-87.694352,54
